2024-06-25 13:00:09,141 [INFO]  starting up 24-06-25-1300_P9 at 3.3293429584009573
2024-06-25 13:00:09,166 [INFO]  git SHA: 8af92f34e134a6ceed92bd239ef1fb2946bf34ac
2024-06-25 13:00:09,166 [INFO]  Configuration file: config/m2/9.json
2024-06-25 13:00:09,168 [INFO]  parameters {'reward_info': {'-4': {'desc': 'pattern_1', 'image': 'images[0]'}, '-3': {'desc': 'pattern_2', 'image': 'images[1]'}, '-2': {'desc': 'pattern_3', 'image': 'images[2]'}, '-1': {'desc': 'pattern_4', 'image': 'images[3]'}, '0': {'desc': 'pattern_5', 'image': 'images[4]'}, '1': {'desc': 'pattern_6', 'image': 'images[5]'}, '2': {'desc': 'pattern_7', 'image': 'images[6]'}, '3': {'desc': 'pattern_8', 'image': 'images[7]'}, '4': {'desc': 'pattern_9', 'image': 'images[8]'}}, 'images': ['pattern_1.png', 'pattern_2.png', 'pattern_3.png', 'pattern_4.png', 'pattern_5.png', 'pattern_6.png', 'pattern_7.png', 'pattern_8.png', 'pattern_9.png'], 'points_per_cent': 1, 'revealed': True, 'layout': [[0.0, 0.5], [-0.27032040872779883, 0.4206267664155905], [-0.4548159976772592, 0.20770750650094316], [-0.4949107209404664, -0.07115741913664247], [-0.3778747871771292, -0.3274303669726425], [-0.14086627842071486, -0.4797464868072487], [0.14086627842071464, -0.47974648680724874], [0.37787478717712886, -0.32743036697264283], [0.4949107209404664, -0.07115741913664264], [0.4548159976772592, 0.20770750650094305], [0.27032040872779883, 0.4206267664155906]]}
2024-06-25 13:00:10,337 [INFO]  Setting up window with size: (1350, 750) and full_screen: True
2024-06-25 13:00:10,337 [INFO]  Created window with size [3840 2160]
2024-06-25 13:00:10,369 [INFO]  begin intro
2024-06-25 13:00:10,370 [DEBUG]  message: Welcome! (None)
2024-06-25 13:00:11,092 [INFO]  begin trial {"kind": "GraphTrial", "graph": [[1, 3], [2, 4], [3, 5], [4, 6], [5, 7], [6, 8], [7, 9], [8, 10], [], [], []], "rewards": [null, null, null, null, null, null, null, null, null, null, null], "reward_info": {"-4": {"desc": "pattern_1", "image": "images[0]"}, "-3": {"desc": "pattern_2", "image": "images[1]"}, "-2": {"desc": "pattern_3", "image": "images[2]"}, "-1": {"desc": "pattern_4", "image": "images[3]"}, "0": {"desc": "pattern_5", "image": "images[4]"}, "1": {"desc": "pattern_6", "image": "images[5]"}, "2": {"desc": "pattern_7", "image": "images[6]"}, "3": {"desc": "pattern_8", "image": "images[7]"}, "4": {"desc": "pattern_9", "image": "images[8]"}}, "initial_stage": "acting", "hide_states": false, "hide_rewards_while_acting": false, "hide_edges_while_acting": false, "gaze_contingent": false, "gaze_tolerance": 1.5, "fixation_lag": 0.5, "start": 0}
2024-06-25 13:00:11,092 [DEBUG]  GraphTrial.log 5.281 show graph 
2024-06-25 13:00:11,140 [DEBUG]  message: In this experiment, you will play a game on the board shown to the right. (None)
2024-06-25 13:00:22,797 [DEBUG]  GraphTrial.log 16.985 visit state = 0
2024-06-25 13:00:22,797 [DEBUG]  message: Your current location on the board is highlighted in blue. (None)
2024-06-25 13:00:27,337 [DEBUG]  message: The goal of the game is to collect as many points as you can. (None)
2024-06-25 13:00:31,394 [DEBUG]  message: Before we start, let's learn all the buttons you need in this game .  (None)
2024-06-25 13:00:34,826 [DEBUG]  message: Key F should be under your left index finger which you can switch the line you select.  (Press Key F to continue)
2024-06-25 13:00:48,674 [DEBUG]  message: Key J should be under your right index finger which to confirm your choice.  (Press Key J to continue)
2024-06-25 13:00:58,433 [DEBUG]  message: Now, let's try to play one roundPress Key F and Key J to move.  (None)
2024-06-25 13:00:58,445 [DEBUG]  GraphTrial.log 52.634 begin space 
2024-06-25 13:01:09,778 [DEBUG]  GraphTrial.log 63.966 initialize status = ok
2024-06-25 13:01:09,778 [DEBUG]  GraphTrial.log 63.966 show graph 
2024-06-25 13:01:09,786 [DEBUG]  GraphTrial.log 63.975 start flip_time = 63.974506458383985
2024-06-25 13:01:09,796 [DEBUG]  GraphTrial.log 63.984 get move selected = 3
2024-06-25 13:01:11,074 [DEBUG]  GraphTrial.log 65.262 select selected = 3
2024-06-25 13:01:11,074 [DEBUG]  GraphTrial.log 65.262 visit state = 3
2024-06-25 13:01:11,078 [INFO]  begin intro_reward
2024-06-25 13:01:11,078 [INFO]  begin trial {"kind": "GraphTrial", "graph": [], "rewards": [1, 2, 3, 4, -1, -2, -3, -4, 0, 0, 0], "reward_info": {"-4": {"desc": "pattern_1", "image": "images[0]"}, "-3": {"desc": "pattern_2", "image": "images[1]"}, "-2": {"desc": "pattern_3", "image": "images[2]"}, "-1": {"desc": "pattern_4", "image": "images[3]"}, "0": {"desc": "pattern_5", "image": "images[4]"}, "1": {"desc": "pattern_6", "image": "images[5]"}, "2": {"desc": "pattern_7", "image": "images[6]"}, "3": {"desc": "pattern_8", "image": "images[7]"}, "4": {"desc": "pattern_9", "image": "images[8]"}}, "initial_stage": "acting", "hide_states": false, "hide_rewards_while_acting": false, "hide_edges_while_acting": false, "gaze_contingent": false, "gaze_tolerance": 1.5, "fixation_lag": 0.5, "start": 0}
2024-06-25 13:01:11,078 [DEBUG]  GraphTrial.log 65.267 show graph 
2024-06-25 13:01:11,086 [DEBUG]  STREAM b'IHDR' 16 13
2024-06-25 13:01:11,087 [DEBUG]  STREAM b'IDAT' 41 65536
2024-06-25 13:01:11,097 [DEBUG]  STREAM b'IHDR' 16 13
2024-06-25 13:01:11,097 [DEBUG]  STREAM b'IDAT' 41 65536
2024-06-25 13:01:11,105 [DEBUG]  STREAM b'IHDR' 16 13
2024-06-25 13:01:11,105 [DEBUG]  STREAM b'IDAT' 41 65536
2024-06-25 13:01:11,113 [DEBUG]  STREAM b'IHDR' 16 13
2024-06-25 13:01:11,113 [DEBUG]  STREAM b'IDAT' 41 65536
2024-06-25 13:01:11,125 [DEBUG]  STREAM b'IHDR' 16 13
2024-06-25 13:01:11,125 [DEBUG]  STREAM b'IDAT' 41 65536
2024-06-25 13:01:11,134 [DEBUG]  STREAM b'IHDR' 16 13
2024-06-25 13:01:11,134 [DEBUG]  STREAM b'IDAT' 41 65536
2024-06-25 13:01:11,143 [DEBUG]  STREAM b'IHDR' 16 13
